Country,Year,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day
South Asia (PIP),2024,2991263,148676784,673067328,1481488000,1762703488,1936727040,1955267328,1958566144
South Korea,2006,120826,120826,362986,966176,2295516,10777158,22885142,33177840
South Korea,2008,119085,119085,363732,852096,2202382,10543806,22441502,32620870
South Korea,2010,120944,245739,370618,1105094,2227724,9909306,22168952,32332784
South Korea,2012,0,125138,375899,877648,2004325,8899550,20076998,30484392
South Korea,2014,119581,119581,252836,751499,1647126,7859080,18267984,29431408
South Korea,2016,0,126657,126657,512079,1277577,7423922,15745624,24583240
South Korea,2017,0,123437,123437,513519,1155165,6675452,14633925,23366622
South Korea,2018,0,128327,128327,381983,897565,5672742,13796757,22435090
South Korea,2019,0,0,127650,255257,517357,4787476,12552463,21093008
South Korea,2020,0,0,126747,259125,381971,3883195,11270569,19433950
South Korea,2021,0,0,128723,257628,517032,3492486,10089314,18238386
South Sudan,2009,1088846,3187927,5227118,7552974,8442715,9118565,9197831,9215253
South Sudan,2016,3160888,7313200,9390823,10498228,10732185,10845340,10856721,10858483
Spain,1980,87568,186304,652715,2716850,6747628,22306794,30929804,34398084
Spain,1985,0,91294,461971,2780689,7107506,23848224,32118520,35387516
Spain,1990,96066,192170,276721,1163506,3107136,16031437,27302656,33128708
Spain,1993,290628,487122,784694,1770481,3440992,14560850,24989596,30990218
Spain,1994,293430,394513,788673,1777370,3457136,14728370,25113626,31332086
Spain,1995,297906,588846,784979,1867876,3663484,14992109,25322664,31678742
Spain,1996,398072,594804,691023,2291225,4180062,14958374,25026534,31403034
Spain,1997,279927,394965,593128,1800193,3385398,13759623,24134180,30740584
Spain,1998,287039,383211,492253,1193722,2713946,11664456,22320562,29543722
Spain,1999,198617,290833,393243,1009232,1977536,9881024,20589492,28466846
Spain,2000,200376,273991,466413,991140,2017300,9629293,19252114,27077388
Spain,2003,243494,341193,493948,948422,1706546,8266274,17664898,26487070
Spain,2004,247914,350952,545448,1043375,1987205,8897332,18511386,26864414
Spain,2005,247877,322149,459190,1114066,1866420,8028072,17551252,26325418
Spain,2006,277933,341696,499613,1161556,2165265,8439344,17812252,26940340
Spain,2007,125449,164192,318740,715896,1464608,6089598,13908294,22225840
Spain,2008,180955,224678,398810,894628,1534649,6211542,13738884,21957500
Spain,2009,280442,373500,503843,1080322,1864271,6634343,14040515,22314130
Spain,2010,247241,314732,493179,1254078,2037466,7480365,15940119,24487430
Spain,2011,399845,526944,767209,1417276,2630937,8380537,17126316,25405982
Spain,2012,264721,438073,723691,1573688,2803254,9173479,18099478,27020654
Spain,2013,364139,529745,783070,1768778,3100642,10394543,19127190,27286322
Spain,2014,227336,365878,676873,1557014,3464939,10053488,18725948,27123884
Spain,2015,296756,419642,677903,1610216,2942626,9470826,18128436,26470622
Spain,2016,334134,523076,781130,1635662,2949829,8735323,16654385,25127390
Spain,2017,252368,315945,508974,1156031,2296773,8201546,16091600,24891346
Spain,2018,244867,392453,577605,1256799,2263837,8139218,16212859,24992482
Spain,2019,273890,374163,542010,1307475,2194828,7381106,15027229,23384436
Spain,2020,251488,419833,679322,1447152,2450649,7760695,15211064,23514836
Spain,2021,207906,267544,411997,916816,1759591,6764692,14277708,22624912
Sri Lanka,1985,0,2765146,8337440,14099141,15339860,15980175,16071579,16092338
Sri Lanka,1990,29967,2010837,8642742,15100108,16413618,17169920,17257606,17283572
Sri Lanka,1995,44229,2148992,8679914,15058986,16872342,17993500,18179540,18220216
Sri Lanka,2002,39531,2105443,8056824,14672047,16900002,18600916,18911652,19007350
Sri Lanka,2006,8475,1124448,5948830,13853469,16861994,19318850,19694150,19838924
Sri Lanka,2009,6088,719209,4893236,13867609,17401706,19974378,20344224,20476868
Sri Lanka,2012,5115,545227,4157137,12951920,16937014,20109428,20684096,20879968
Sri Lanka,2016,465,277528,2967135,11302836,16070925,20084124,20856372,21113840
Sri Lanka,2019,855,209006,2463045,10758795,15839706,20382454,21223406,21532700
Sub-Saharan Africa (PIP),1990,108776656,282203520,387801504,465695296,489780864,508638688,512655392,514292224
Sub-Saharan Africa (PIP),1991,118201840,297476608,402278208,479860320,503839904,522702848,526776192,528386240
Sub-Saharan Africa (PIP),1992,125922344,311013888,416865568,494553536,518520128,537112192,541052992,542626752
Sub-Saharan Africa (PIP),1993,132660576,325383296,434475424,512019552,534755776,552131648,555817600,557317952
Sub-Saharan Africa (PIP),1994,140575568,335768736,447056448,526034304,549044544,566648320,570455488,571988288
Sub-Saharan Africa (PIP),1995,141713536,342075776,457442944,538863104,562564032,581182848,585378048,587052608
Sub-Saharan Africa (PIP),1996,141638704,347399872,467924160,551687296,576571648,596462528,600997376,602713216
Sub-Saharan Africa (PIP),1997,142811296,353742720,479708256,565896256,591838016,612260864,616873984,618615424
Sub-Saharan Africa (PIP),1998,143252256,361500128,493400832,581676160,608047808,628660800,633182400,634861632
Sub-Saharan Africa (PIP),1999,143770624,368628800,507307072,598270208,625017088,645551168,650013312,651665984
Sub-Saharan Africa (PIP),2000,147850352,375728672,520722080,614918080,642189056,663047040,667478464,669068544
Sub-Saharan Africa (PIP),2001,145370576,379146432,531875456,631427712,659711680,680992256,685454208,687051264
Sub-Saharan Africa (PIP),2002,140293984,384747936,544392832,648133824,677230336,698957184,703573888,705332544
Sub-Saharan Africa (PIP),2003,135126768,386723648,556612480,666320960,696218816,717804800,722457152,724260096
Sub-Saharan Africa (PIP),2004,127266720,376387616,559460096,681651584,713701120,736563712,741450048,743548992
Sub-Saharan Africa (PIP),2005,122986000,373535616,564998208,697630912,731993984,756016448,761005888,763356544
Sub-Saharan Africa (PIP),2006,117428616,371671712,570600576,711967040,749652608,775846528,781266624,783742016
Sub-Saharan Africa (PIP),2007,112665776,372791456,580145024,729273024,769395776,797383872,803054592,805647552
Sub-Saharan Africa (PIP),2008,105272544,370352032,587878784,745560064,789024704,819413824,825450176,828127360
Sub-Saharan Africa (PIP),2009,106766416,375822592,600911040,765341952,810796672,842437568,848543744,851316800
Sub-Saharan Africa (PIP),2010,98623872,370573408,606982400,782431360,831327296,865336192,871870528,874726016
Sub-Saharan Africa (PIP),2011,94297856,370554176,616968576,801946176,853643968,889435008,896185088,899131456
Sub-Saharan Africa (PIP),2012,91208776,369551616,626540608,821262400,876039360,913901568,921039872,924103872
Sub-Saharan Africa (PIP),2013,90481536,371213120,636308032,840971328,898954368,939147968,946722688,949836544
Sub-Saharan Africa (PIP),2014,90799984,373953376,645737280,860469696,922022976,964990976,973018112,976246208
Sub-Saharan Africa (PIP),2015,94104088,385311648,662453184,883041088,947142336,991660928,1000082240,1003376640
Sub-Saharan Africa (PIP),2016,97726568,393551744,677290624,906904768,972923264,1018852928,1027419648,1030785216
Sub-Saharan Africa (PIP),2017,100494248,398461888,689072832,929852224,998368896,1045998720,1054958848,1058429568
Sub-Saharan Africa (PIP),2018,102412344,402819232,701099328,953513600,1024282816,1073690752,1083172352,1086760960
Sub-Saharan Africa (PIP),2019,105708696,411152736,716634496,978609088,1051417024,1102411136,1112142336,1115818624
Sub-Saharan Africa (PIP),2020,116300504,436740160,749061312,1012851520,1084275584,1133329280,1142364032,1145949952
Sub-Saharan Africa (PIP),2021,116807784,444278688,765075904,1037635968,1111323264,1162349952,1171785984,1175500288
Sub-Saharan Africa (PIP),2022,116162696,447998912,777344384,1061708992,1138803584,1191796736,1201488512,1205345152
Sub-Saharan Africa (PIP),2023,117344672,458477664,795838208,1087424640,1166997504,1221979520,1232011392,1235967232
Sub-Saharan Africa (PIP),2024,118219880,464179744,809067776,1111832064,1194777216,1252685056,1263178496,1267269632
Sudan,2009,816357,6120505,15740214,27283044,30872192,32744884,32889160,32930524
Sudan,2014,321873,5647827,18399114,31900848,35070208,36743292,36864552,36945300
Suriname,2022,0,6825,25705,108018,204618,459654,552134,587850
Suriname (urban),1999,40736,57510,87555,138797,191515,253264,284230,296765
Sweden,1975,19909,40879,40879,81705,184148,2354387,5303391,6799486
Sweden,1981,20775,20775,41508,103396,228729,1788693,4865990,6759652
Sweden,1987,0,20680,20680,62626,167835,1361704,4555525,6463082
Sweden,1992,0,21108,21108,86591,151577,928290,3422522,5568681
Sweden,1995,21825,21825,44134,132291,242562,1256953,3839640,6024066
Sweden,2000,0,0,22142,43850,87718,775975,2971869,5300472
Sweden,2001,0,22122,22122,44245,88124,666160,2646546,5092876
Sweden,2002,0,0,21805,44194,89049,645567,2454192,4841674
Sweden,2003,20091,28999,48069,88305,147730,876032,2908399,5242343
Sweden,2004,30178,35720,54407,90688,142204,802380,2876627,5200876
Sweden,2005,69601,97933,118453,164536,221549,901422,2744793,5040143
Sweden,2006,21480,33088,46733,92512,142701,697178,2396825,4682636
Sweden,2007,30612,37584,52407,77786,124811,689443,2082521,4276880
Sweden,2008,39238,53142,73759,96236,147251,729417,1978131,4107926
Sweden,2009,31077,42589,71928,102860,155379,721434,1968152,3937157
Sweden,2010,34330,51337,70690,123544,162462,712795,1917449,3909056
Sweden,2011,33086,58174,75989,129087,179042,718558,1827893,3757246
Sweden,2012,30494,43504,56079,110330,171708,708836,1733055,3623039
Sweden,2013,49832,62486,76846,122027,195754,733604,1775710,3531316
Sweden,2014,35687,45992,66799,108011,150693,629596,1645642,3421955
Sweden,2015,29652,55773,81415,110889,166172,635701,1583483,3252362
Sweden,2016,20429,25944,47240,94131,168551,622354,1631492,3194016
Sweden,2017,11563,24978,32788,76923,115682,652133,1557258,3205934
Sweden,2018,64326,73822,94594,144628,217228,749220,1639825,3254934
Sweden,2019,23581,32535,44630,95050,141113,641958,1565503,3045840
Sweden,2020,29382,40284,53120,90693,129267,557662,1467104,2964065
Sweden,2021,45490,65545,88496,149126,202969,588663,1581054,3060754
Switzerland,1982,31595,44573,44573,63355,63355,173878,670927,1708195
Switzerland,1992,34003,34003,49914,83693,102190,291575,790110,1821550
Switzerland,2000,0,0,17306,33079,71801,250036,859822,1956178
Switzerland,2002,0,0,0,17879,35920,143230,726278,1784292
Switzerland,2004,0,0,17650,34887,52600,202391,773115,1939480
Switzerland,2006,3485,3485,11271,33095,57354,273397,863709,1942154
Switzerland,2007,864,1572,6425,28927,66315,256496,835612,1811352
Switzerland,2008,3424,5237,11157,19570,54560,209574,819677,1808665
Switzerland,2009,0,2947,9627,17676,45670,207798,721779,1712827
Switzerland,2010,1474,3808,8591,29792,53917,210659,760672,1677130
Switzerland,2011,246,246,832,6881,22852,199903,699556,1599004
Switzerland,2012,0,717,717,2248,14826,127401,571206,1503571
Switzerland,2013,0,3412,3896,5995,13631,138554,663093,1644050
Switzerland,2014,0,2683,2683,9903,11815,154528,709912,1589084
Switzerland,2015,695,2530,2530,4392,9068,202462,708625,1614917
Switzerland,2016,2870,2870,4254,11083,22848,220525,714106,1585091
Switzerland,2017,0,0,1845,5382,24528,234133,684793,1596443
Switzerland,2018,1564,2597,3370,14567,31926,238572,775800,1756854
Switzerland,2019,0,1491,2084,17111,42398,266704,786459,1704442
Switzerland,2020,2136,3213,6092,9921,64660,227368,715958,1652274
Syria,1996,6658,356877,2845854,9264944,12285321,14516038,14830303,14931194
Syria,2003,1854,188471,2089247,8678108,12647738,16627873,17384332,17629860
Syria,2006,0,365897,3403700,9593008,13869450,18739400,19793044,20149310
Syria,2009,0,267383,3590796,10419005,15051178,20080170,21116962,21461832
Syria,2022,346661,5495012,14813078,21250770,22040444,22125248,22125248,22125248
Taiwan,1981,0,0,42870,1171047,4416948,13656959,16496082,17398150
Taiwan,1986,0,0,47696,290532,1696694,10820480,16014220,17856982
Taiwan,1991,0,0,0,50909,153161,3741415,9736512,14145974
Taiwan,1995,52554,106037,106037,212396,423917,2656556,7704300,12276195
Taiwan,1997,0,0,0,52271,107470,2158313,6965815,11553839
Taiwan,2000,0,0,0,55193,110038,1773044,6318844,11196405
Taiwan,2005,0,0,0,56669,169608,2042995,6873478,11699664
Taiwan,2007,0,0,0,57179,171674,2576080,7842615,12652585
Taiwan,2010,0,55765,55765,172940,403735,3701852,9194776,13881652
Taiwan,2013,0,0,58177,115437,349083,3267038,8812132,13831224
Taiwan,2016,0,0,0,58665,175996,2408858,7522638,12635601
Taiwan,2017,0,0,0,58811,235196,2178422,6945598,12187148
Taiwan,2018,0,0,0,58082,234916,2119465,6952534,12080993
Taiwan,2019,0,0,58714,117513,235618,1886288,6428536,11617987
Taiwan,2020,0,0,58941,58941,176745,1530824,5658580,10730365
Taiwan,2021,0,0,0,58103,174007,1642353,5871736,10802750
Tajikistan,1999,730725,3835203,5596788,6138440,6181632,6188243,6189565,6189565
Tajikistan,2003,227403,2452125,4853423,6325189,6557299,6659502,6672492,6672492
Tajikistan,2004,96576,1452612,3743897,5962066,6504331,6772823,6798598,6800380
Tajikistan,2007,245650,919932,3067054,6111964,6879154,7143926,7164582,7172551
Tajikistan,2009,19750,507276,2386346,5697091,6820832,7397300,7449631,7462339
Tajikistan,2015,35101,521206,2191752,5657777,7270102,8335557,8481374,8512949
Tanzania,1991,5313304,19072132,24622686,27065816,27419246,27520008,27523516,27524974
Tanzania,2000,15554581,29225350,33208866,34582672,34707824,34772792,34776100,34776588
Tanzania,2007,5999486,23461656,34025948,39745560,40866220,41581216,41667172,41699616
Tanzania,2011,2354016,21198400,36420548,44470184,46254136,47252536,47401156,47440364
Tanzania,2018,3025659,26045692,43074820,53463552,55954948,57525480,57811312,57890516
Thailand,1981,0,10620179,22441716,35944036,41089644,45284356,46123108,46417956
Thailand,1988,0,9419557,24190894,40714644,46836076,51719972,52681368,53017860
Thailand,1990,261990,6817953,22665978,40069804,46404716,52768112,54235180,54723372
Thailand,1992,123434,5121669,19567514,37664336,45105944,53004540,55152984,55976908
Thailand,1994,30557,2639787,14515156,35420364,45267480,54988640,57024296,57770888
Thailand,1996,24396,1858232,11921988,33751108,44462408,55780272,58340224,59150392
Thailand,1998,8399,1343126,11792713,33420430,44617116,56939696,59903572,60823192
Thailand,1999,0,2466816,14290881,36387368,46948344,57675852,60492552,61554148
Thailand,2000,32379,2502162,14831016,37238456,47275588,58622900,61384544,62241180
Thailand,2002,59449,1129864,10555990,32651738,45088268,58875272,61987408,63108260
Thailand,2004,21169,774402,7972834,28959900,41881736,58456516,62325740,63598052
Thailand,2006,2415,616689,5743894,24460794,38121920,56971628,62296008,64278332
Thailand,2007,3875,361998,4505740,23286024,37642216,57649580,63055236,64980420
Thailand,2008,987,204993,3548443,22040426,36174116,56795436,63029760,65273104
Thailand,2009,270,167653,3074190,20232944,34537476,56560120,63271244,65696568
Thailand,2010,0,181079,2652680,18718760,33820532,56423356,63201584,65743268
Thailand,2011,0,49172,1411849,15769535,32147048,57241420,64081808,66381492
Thailand,2012,0,79752,1597101,15570247,30311480,54666928,63036076,66163608
Thailand,2013,0,42319,1251153,13553274,28974578,54366428,63420260,66613156
Thailand,2014,0,63146,984808,13110679,28499432,54722056,63881744,67142848
Thailand,2015,14482,32713,574003,10261589,25673230,54232464,63811560,67245320
Thailand,2016,0,25523,694052,11103846,26675354,54279560,63723124,67377424
Thailand,2017,0,26322,582388,10721160,25860812,53798992,63936308,67617008
Thailand,2018,0,22856,672451,11103069,26712402,54181680,64080712,67832952
Thailand,2019,0,67769,414160,9374772,25037410,54334764,64638544,68314568
Thailand,2020,0,33354,481105,9421477,24177762,53547040,64343004,68252224
Thailand,2021,3379,10004,401160,8717064,23738730,53115572,64273740,68477128
Togo,2006,1098696,3581474,4780392,5562970,5765788,5862531,5873192,5873725
Togo,2011,1646076,3974104,5338384,6311171,6577280,6725656,6742314,6747284
Togo,2015,1405880,4087270,5783838,7042093,7311884,7452950,7468447,7473229
Togo,2018,290437,2312072,4627059,6830456,7474543,8012348,8094757,8115222
Togo,2021,206148,2332972,5160765,7618528,8295000,8695487,8751075,8764419
Tonga,2000,167,3189,9085,35139,57865,91336,99207,101282
Tonga,2009,147,1352,10336,42280,66075,96585,103551,105538
Tonga,2015,0,1901,14736,50792,80251,101396,104494,105487
Tonga,2021,0,20,1696,22766,53467,97348,104464,105439
Trinidad and Tobago,1988,0,0,70596,252648,428776,845828,1043538,1132828
Trinidad and Tobago,1992,0,17264,127560,387926,633907,1070142,1197458,1242078
Tunisia,1985,0,968453,2538358,5032456,6203138,7169273,7347652,7407162
Tunisia,1990,0,784078,2269691,5101741,6678928,8050854,8296542,8376301
Tunisia,1995,0,906268,2637109,5640962,7276632,8803931,9106454,9208782
Tunisia,2000,0,427193,1965010,5062311,7082230,9186538,9610367,9751149
Tunisia,2005,14004,267610,1327681,4390920,6788206,9547039,10114057,10290274
Tunisia,2010,3752,163836,813604,3400804,5924684,9612776,10536663,10775429
Tunisia,2015,0,16263,256730,2083829,4805674,9648576,10980879,11364063
Tunisia,2021,2221,33626,247813,1987390,4566642,10162544,11590494,12004155
Turkey,1987,0,449464,7446134,22671018,33849700,46707848,49382596,50263076
Turkey,1994,0,1499156,8813011,24915384,37295816,52613332,55980164,57100892
Turkey,2002,0,1388676,8083738,25625862,39819272,58079392,62827644,64209196
Turkey,2003,0,2578130,9794178,28080134,42241176,59579400,63748424,65164216
Turkey,2004,0,1364954,6678482,20855832,33617388,56206156,62955224,65390468
Turkey,2005,29800,1608148,6542746,19536780,32602226,56672760,63200300,65528420
Turkey,2006,0,1232102,5536715,18056718,30753136,55901988,64074768,66825412
Turkey,2007,0,915801,4520592,15641974,27949790,54419532,63820392,67206560
Turkey,2008,60375,401405,3949121,13348331,24863952,52737680,63381108,67293312
Turkey,2009,0,518963,3424308,13812083,25750272,54119392,63879160,67939320
Turkey,2010,0,565951,3187379,13319980,25254498,53960256,65108804,69074208
Turkey,2011,0,96140,2995845,11778918,23529542,52400084,64014856,68496168
Turkey,2012,0,69959,2386158,11134344,22572898,51636876,63793796,68736416
Turkey,2013,0,227000,2087568,10486728,21560586,50746076,63823772,69546552
Turkey,2014,0,157978,1709855,9558289,21233310,50579444,63607600,69383656
Turkey,2015,3931,166115,1967409,10718070,22425402,52095996,64940092,70745560
Turkey,2016,0,160710,1292112,9196358,20928752,50143124,63769776,70319432
Turkey,2017,44165,241388,1464562,8283170,18478952,46797660,62295660,70079344
Turkey,2018,51236,288501,1477510,7798817,17310688,45485132,61820416,70267200
Turkey,2019,60359,372880,1678349,8377188,17943836,46146408,62325368,70866920
Turkey,2020,80463,392657,1655245,8208626,17284386,46064788,62226420,71203744
Turkey,2021,82324,372659,1206106,6379460,15732798,43033652,60632788,70161624
Turkmenistan,1998,386588,1910653,3152267,4043832,4296686,4408862,4419094,4425670
Tuvalu,2010,0,382,2063,5971,8057,10019,10344,10428
Uganda,1989,3991661,9993882,13879966,16127053,16638079,16967582,17025820,17028544
Uganda,1992,4024521,12340083,16591513,18327612,18649110,18855230,18920332,18941618
Uganda,1996,3910148,13668582,18496160,20552314,21080554,21333862,21361070,21370258
Uganda,1999,5617282,16094207,20783882,22788508,23335356,23575550,23664686,23678832
Uganda,2002,5474845,17059042,22136978,24592286,25269136,25701764,25775850,25811526
Uganda,2005,4141043,16180864,22824488,26578636,27461366,28058436,28157342,28189492
Uganda,2009,2707001,14588516,23766132,28942296,30328082,31415406,31629694,31737694
Uganda,2012,1934185,13036576,23891196,31085646,33059590,34441028,34637400,34686212
Uganda,2016,2644776,16903616,28101742,35480260,37643464,39053040,39334020,39390792
Uganda,2019,3209555,18480600,31493532,39954080,42271536,43563820,43772096,43816788
Ukraine,1992,159262,2037383,8514668,29302188,42759792,51420128,51991136,52094076
Ukraine,1993,63838,1015416,7175738,29977704,43122252,51357292,52005644,52119352
Ukraine,1995,0,4067451,12841626,31031826,41220024,49362656,50682928,51096576
Ukraine,1996,365286,3680253,14291800,35441840,44491792,50007604,50710776,50893420
Ukraine,2002,10399,1283630,8194542,29855190,40973920,47555436,48086684,48167476
Ukraine,2003,19190,544358,4989502,25868820,38300092,46772452,47566056,47764408
Ukraine,2004,0,441144,3915097,20813566,34342580,46014080,47132812,47360508
Ukraine,2005,0,186919,1842453,14623803,28406082,44230116,46537076,46917304
Ukraine,2006,0,75072,1276935,12439726,26010212,43228304,45905980,46378704
Ukraine,2007,0,47454,998199,12288642,26748180,43936340,46009064,46325944
Ukraine,2008,0,12407,415999,7725456,21162770,42160512,45355396,45982996
Ukraine,2009,0,31923,460795,8877709,23869242,43220408,45522732,45910820
Ukraine,2010,0,5751,193800,6964290,20460798,42281032,45181116,45713796
Ukraine,2011,0,5187,243127,5678974,18833716,41809708,44947392,45523572
Ukraine,2012,0,51907,183803,5003657,17343500,40781868,44673088,45378168
Ukraine,2013,0,2008,128136,3840851,14273703,39967512,44247940,45129260
Ukraine,2014,0,5558,105156,4072986,15587147,40569856,44423268,45019020
Ukraine,2015,0,55637,403520,6765047,21017730,41810048,44376228,44950332
Ukraine,2016,0,44261,329312,6934004,20075258,41575716,44327432,44832560
Ukraine,2017,0,14446,268470,4830166,16770725,39800132,43699144,44424752
Ukraine,2018,0,4433,205932,4181986,15279132,38877536,43183640,44211172
Ukraine,2019,0,0,140925,3150447,11626962,36646596,42293628,43605952
Ukraine,2020,0,12721,80974,3116791,12018865,37382236,42417368,43645700
United Arab Emirates,2013,0,0,0,0,0,668352,1482835,2328776
United Arab Emirates,2018,0,0,0,34824,97251,346230,701051,1210524
United Kingdom,1968,0,123012,123012,539258,4278761,32702468,47203740,52446772
United Kingdom,1969,0,135144,135144,687744,4846308,32564418,46982976,52251632
United Kingdom,1970,0,0,130494,684810,4311842,31722040,46337504,51903640
United Kingdom,1971,0,0,136223,837002,5167214,32694682,46390332,51979988
United Kingdom,1972,0,129036,276075,1107700,4885068,30562026,45146832,51457632
United Kingdom,1973,0,0,0,408657,2807418,27376840,42986280,50152208
United Kingdom,1974,0,134035,134035,702230,3232106,26984606,43155764,50182888
United Kingdom,1975,0,133169,133169,695854,3368436,27971986,44134992,51302916
United Kingdom,1976,0,0,139189,415870,3790695,29510254,45243280,51853868
United Kingdom,1977,0,137495,137495,682574,3911943,30333728,45794052,52258040
United Kingdom,1978,0,0,0,411616,3348195,25989856,42989932,50855216
United Kingdom,1979,0,0,139929,406005,2800751,25590964,42448256,50056460
United Kingdom,1980,0,0,136734,553206,3091158,24768206,41951240,49553628
United Kingdom,1981,0,0,134474,554050,3659144,25348322,41958256,49569776
United Kingdom,1982,0,0,132886,277617,2391031,21396134,38431580,47303404
United Kingdom,1983,0,0,135945,274720,2932254,23373888,40271592,48302700
United Kingdom,1984,0,0,139782,420184,2524730,21437052,38789956,48097436
United Kingdom,1985,0,123248,123248,419114,2532045,21198728,37876524,46511732
United Kingdom,1986,0,139821,139821,564716,1974402,19259812,35850832,45337112
United Kingdom,1987,0,0,141024,276169,1986656,18030174,34071156,43594556
United Kingdom,1988,0,0,129057,283730,1846806,15931805,32014632,41556344
United Kingdom,1989,0,132317,132317,427621,2129113,15120230,30534320,40661340
United Kingdom,1990,0,0,125285,419898,2281644,15598609,30192838,39209844
United Kingdom,1991,0,0,129928,428379,2004648,14630696,29283616,39330972
United Kingdom,1992,0,138242,138242,566459,2579741,15825888,30365718,40294492
United Kingdom,1993,0,139200,139200,565186,2450952,15872386,30877962,40402408
United Kingdom,1994,142713,142713,288413,577069,1591213,13884859,27919482,38477336
United Kingdom,1995,143389,143389,284381,579302,1594615,13633805,27702372,38291888
United Kingdom,1996,0,143304,143304,434806,1450260,12357738,26170150,36790400
United Kingdom,1997,0,144189,144189,435140,1309790,11662586,25073688,36009312
United Kingdom,1998,143620,143620,143620,437195,1165802,10818564,23686224,34504868
United Kingdom,1999,145845,145845,145845,439975,1026070,10415196,22884426,33888536
United Kingdom,2000,146575,146575,146575,435117,877745,8831583,20905102,32095742
United Kingdom,2001,146576,146576,295296,442493,885534,7831594,19508216,30740984
United Kingdom,2002,148073,148073,295034,442799,889423,7417103,19145936,30573684
United Kingdom,2003,149043,149043,149043,443486,893369,7156786,18488560,29669644
United Kingdom,2004,149830,149830,149830,292900,732284,6448178,17245570,28793886
United Kingdom,2005,148979,148979,299156,449878,905408,6642240,17364190,28084562
United Kingdom,2006,140033,140033,140033,454840,758218,6388426,16732762,27989446
United Kingdom,2007,149489,149489,304860,455549,764099,6131729,16402802,26980382
United Kingdom,2008,152586,152586,302027,462018,926926,6333371,16532816,27503670
United Kingdom,2009,155023,155023,307104,465265,776306,6068164,16657062,28023894
United Kingdom,2010,154626,154626,305085,464764,784003,5647162,16788104,28401514
United Kingdom,2011,156443,156443,312651,472663,764210,6006046,17551570,29257134
United Kingdom,2012,155860,155860,314782,475846,795390,5889106,17513464,29618452
United Kingdom,2013,156767,156767,156767,319016,640746,5594670,17629292,29336932
United Kingdom,2014,159116,159116,321611,321611,806640,5650928,16796216,28259976
United Kingdom,2015,162300,162300,325047,474490,649478,5691884,16439963,27997502
United Kingdom,2016,163486,163486,327491,490327,818617,5574999,16236740,27388344
United Kingdom,2017,164682,164682,324212,492982,825711,5778444,16017959,27410566
United Kingdom,2018,160872,331293,331293,494633,828567,5639840,16281779,27414264
United Kingdom,2019,167061,332871,332871,501126,996893,5680748,15203540,26059564
United Kingdom,2020,165332,334959,334959,495839,997441,4515947,15761015,26832330
United Kingdom,2021,164282,164282,334000,494470,837596,4857952,14912172,26471994
United States,1963,1883900,2363283,3780557,8978613,16542459,55339088,97453512,130101200
United States,1964,1913144,2384240,3835725,8148478,14863186,51324584,94024792,126164368
United States,1965,1456716,1942246,3398254,7279312,13597415,47112440,87917848,121434976
United States,1966,1467835,1962108,3439644,7854162,14740393,47662540,87955768,121862624
United States,1967,991204,1984094,2979200,6456907,12416051,41226424,81467096,116240440
United States,1968,1003222,1499701,2499830,5517365,10531412,37627472,76769744,111888568
United States,1969,1011683,1011683,2023814,5063458,9623511,35974632,73465400,109947864
United States,1970,1532180,2036078,3070650,6150486,10250350,37421788,74834000,110718160
United States,1971,1027477,1551554,2592695,5191506,10382026,36856292,73197048,110059168
United States,1972,1048929,1571410,2095336,5245948,9968095,33575576,65591592,100221368
United States,1973,1051865,1588394,2110427,4760765,9535711,30726084,63039872,98006872
United States,1974,1068583,1597831,2136250,5343271,9615421,32073650,66817456,103715400
United States,1975,1073719,1073719,2157454,5383737,9712708,32935444,66404544,103122200
United States,1976,1087301,1087301,1622950,4356686,8718046,31063194,63775044,100287808
United States,1977,543819,1100092,1649978,4403450,8806873,30282532,63316272,100756296
United States,1978,1112796,1112796,1667132,5008072,8345250,29489326,62314764,99043072
United States,1979,1124872,1124872,1687023,3369562,6186834,28130200,60198340,96768608
United States,1980,567367,1135032,1701796,3400805,6812394,31807724,66461112,104520376
United States,1981,573182,1145665,1709365,3434502,8026799,35566520,71125704,109563944
United States,1982,1152594,1732224,2309693,4630055,9265545,38222392,73551392,110040040
United States,1983,1168480,1168480,2335950,4670440,9935588,38571892,71889672,106956592
United States,1984,589542,1168606,1767208,4115380,8841188,35962476,68974264,103756920
United States,1985,1182701,1182701,1783612,4161166,8323600,35686636,68387752,102901568
United States,1986,1191518,1191518,1793422,4200359,9002348,34211796,64833740,99054640
United States,1987,602240,1209680,1811578,3632344,7863590,32101572,62386964,95096544
United States,1988,606452,1220549,1831301,3667258,7333078,31778118,62953940,95963368
United States,1989,615493,1232124,1838815,3083244,7390182,31469240,62938684,95639768
United States,1990,617140,1240984,1865262,3741839,7487812,33692532,66768400,101093520
United States,1991,629639,1263355,1895195,3788710,7583610,34779984,68304112,102452576
United States,1992,639730,1277182,1923672,4484060,8335498,35905808,69898984,105168824
United States,1993,1298708,1298708,1945153,4547635,9094814,38329752,73413792,109165744
United States,1994,1315085,1315085,1965866,4604135,8541940,34860240,71041800,107222728
United States,1995,1331340,1331340,1991054,3989546,7985006,32611948,69229976,106511136
United States,1996,1343698,2016536,2016536,4036901,7406299,33669048,70030304,107081520
